area,area_name,education_category,tot_emp,pct_total ,emp_prse,h_mean,a_mean,mean_prse ,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90
  28140,"Kansas City, MO-KS",Associate's degree,"24,630",2.3,3.4,26.65,"55,430",2.0,13.68,19.13,25.44,32.78,39.68,"28,460","39,790","52,920","68,190","82,530"
  28140,"Kansas City, MO-KS",Postsecondary nondegree award,"66,940",6.3,3.6,19.51,"40,580",1.2,11.07,13.72,18.20,23.74,30.22,"23,020","28,540","37,850","49,370","62,860"
  28140,"Kansas City, MO-KS","Some college, no degree","28,230",2.7,4.0,18.43,"38,330",2.3,9.95,12.76,17.12,22.74,28.28,"20,700","26,540","35,610","47,300","58,830"
  28140,"Kansas City, MO-KS",High school diploma or equivalent,"412,500",39.1,1.1,20.02,"41,650",0.6,10.10,12.98,17.49,24.44,33.32,"21,000","27,000","36,380","50,820","69,310"
  28140,"Kansas City, MO-KS",No formal educational credential,"234,750",22.2,1.1,12.72,"26,460",0.8,8.32,9.08,10.98,14.47,19.35,"17,300","18,880","22,830","30,090","40,250"
  28420,"Kennewick-Richland, WA",Doctoral or professional degree,"1,900",1.7,15.2,61.70,"128,340",4.1,26.06,35.30,51.55,74.19,#,"54,210","73,430","107,220","154,320",#
  28420,"Kennewick-Richland, WA",Master's degree,"1,930",1.7,9.7,36.54,"76,010",4.5,15.33,24.27,34.53,47.39,59.77,"31,880","50,490","71,820","98,570","124,310"
  28420,"Kennewick-Richland, WA",Bachelor's degree,"25,510",22.9,7.2,42.35,"88,090",3.6,19.53,27.44,38.15,54.60,70.56,"40,610","57,080","79,360","113,570","146,760"
  28420,"Kennewick-Richland, WA",Associate's degree,"2,810",2.5,11.9,32.76,"68,140",3.5,15.92,22.96,33.05,42.59,48.03,"33,120","47,750","68,750","88,590","99,900"
  28420,"Kennewick-Richland, WA",Postsecondary nondegree award,"6,300",5.7,6.3,21.76,"45,260",3.8,12.20,13.95,18.55,27.08,38.35,"25,380","29,010","38,590","56,330","79,780"
  28420,"Kennewick-Richland, WA","Some college, no degree","3,320",3.0,4.4,18.00,"37,440",2.8,12.14,13.78,16.72,20.27,25.47,"25,250","28,670","34,770","42,170","52,990"
  28420,"Kennewick-Richland, WA",High school diploma or equivalent,"39,610",35.6,2.9,22.13,"46,020",1.9,11.86,14.09,18.80,26.92,37.86,"24,670","29,310","39,100","55,990","78,750"
  28420,"Kennewick-Richland, WA",No formal educational credential,"29,950",26.9,2.6,14.41,"29,970",1.1,11.21,11.52,12.14,15.32,20.05,"23,320","23,960","25,260","31,870","41,700"
  28660,"Killeen-Temple, TX",Doctoral or professional degree,"3,150",2.3,13.5,58.06,"120,770",12.7,14.42,25.42,48.66,75.21,#,"29,990","52,860","101,220","156,440",#
  28660,"Killeen-Temple, TX",Master's degree,"2,790",2.0,7.7,33.57,"69,820",3.9,16.44,22.78,29.39,39.00,53.64,"34,200","47,380","61,130","81,120","111,570"
  28660,"Killeen-Temple, TX",Bachelor's degree,"26,990",19.5,6.9,32.18,"66,920",3.8,16.45,21.62,28.34,38.16,50.78,"34,210","44,960","58,950","79,380","105,620"
  28660,"Killeen-Temple, TX",Associate's degree,"3,120",2.2,11.1,24.73,"51,450",3.3,11.57,16.76,24.83,31.28,38.56,"24,060","34,860","51,650","65,070","80,200"
  28660,"Killeen-Temple, TX",Postsecondary nondegree award,"11,170",8.1,5.7,19.30,"40,140",2.4,10.90,13.88,18.27,24.21,29.15,"22,670","28,860","38,010","50,350","60,640"
  28660,"Killeen-Temple, TX","Some college, no degree","3,550",2.6,5.8,15.22,"31,650",5.8,8.67,10.11,12.25,17.73,25.51,"18,030","21,030","25,480","36,880","53,070"
  28660,"Killeen-Temple, TX",High school diploma or equivalent,"52,550",37.9,3.1,17.24,"35,860",1.6,9.09,11.34,15.57,20.81,27.20,"18,910","23,600","32,380","43,290","56,570"
  28660,"Killeen-Temple, TX",No formal educational credential,"35,380",25.5,4.3,11.05,"22,980",1.3,8.02,8.69,9.89,12.31,15.69,"16,680","18,080","20,580","25,600","32,630"
  28700,"Kingsport-Bristol-Bristol, TN-VA",Doctoral or professional degree,"2,560",2.2,11.2,57.29,"119,160",5.4,19.00,28.80,46.59,71.80,#,"39,510","59,900","96,900","149,340",#
  28700,"Kingsport-Bristol-Bristol, TN-VA",Master's degree,"2,200",1.9,6.7,31.20,"64,900",4.0,13.25,18.26,27.59,40.84,54.16,"27,570","37,980","57,380","84,940","112,660"
  28700,"Kingsport-Bristol-Bristol, TN-VA",Bachelor's degree,"19,970",17.1,4.4,34.32,"71,380",5.5,16.46,21.25,28.00,40.41,60.87,"34,240","44,200","58,240","84,060","126,600"
  28700,"Kingsport-Bristol-Bristol, TN-VA",Associate's degree,"3,600",3.1,6.5,25.23,"52,480",3.1,13.69,18.18,24.73,30.25,37.41,"28,480","37,820","51,440","62,910","77,820"
  28700,"Kingsport-Bristol-Bristol, TN-VA",Postsecondary nondegree award,"8,850",7.6,4.3,17.59,"36,590",2.2,10.25,12.38,15.75,21.24,28.72,"21,330","25,750","32,760","44,190","59,740"
  28700,"Kingsport-Bristol-Bristol, TN-VA","Some college, no degree","2,400",2.1,8.5,14.33,"29,810",3.6,8.26,9.79,12.90,17.88,23.01,"17,180","20,370","26,820","37,180","47,870"
  28700,"Kingsport-Bristol-Bristol, TN-VA",High school diploma or equivalent,"48,090",41.3,3.3,18.09,"37,620",3.2,9.26,11.85,16.11,22.82,29.36,"19,270","24,650","33,510","47,470","61,060"
  28700,"Kingsport-Bristol-Bristol, TN-VA",No formal educational credential,"28,830",24.7,3.1,10.79,"22,440",1.0,7.96,8.56,9.62,11.86,15.27,"16,550","17,810","20,010","24,680","31,770"
  28740,"Kingston, NY",Doctoral or professional degree,"1,590",2.7,12.4,45.79,"95,240",9.0,20.47,26.29,36.59,56.42,79.02,"42,580","54,690","76,110","117,360","164,370"
  28740,"Kingston, NY",Master's degree,"1,390",2.3,6.4,35.73,"74,320",3.8,16.84,22.57,31.35,45.07,61.37,"35,020","46,940","65,210","93,750","127,650"
  28740,"Kingston, NY",Bachelor's degree,"9,540",16.1,2.9,36.36,"75,640",1.4,16.75,24.30,33.44,44.18,56.94,"34,830","50,540","69,550","91,900","118,430"
  28740,"Kingston, NY",Associate's degree,"1,100",1.9,7.6,23.55,"48,980",6.1,10.59,14.11,21.72,30.68,38.79,"22,020","29,340","45,170","63,820","80,680"
  28740,"Kingston, NY",Postsecondary nondegree award,"3,400",5.7,7.1,19.02,"39,550",2.6,11.37,13.73,17.94,22.86,27.83,"23,640","28,570","37,310","47,550","57,880"
  28740,"Kingston, NY","Some college, no degree","2,270",3.8,4.8,16.30,"33,900",2.6,9.79,11.29,14.47,20.24,24.85,"20,370","23,480","30,100","42,090","51,680"
  28740,"Kingston, NY",High school diploma or equivalent,"24,420",41.2,2.5,20.08,"41,760",2.6,10.65,12.99,17.63,24.48,32.25,"22,140","27,010","36,670","50,920","67,080"
  28740,"Kingston, NY",No formal educational credential,"15,540",26.2,2.3,14.03,"29,180",2.0,9.73,10.20,11.63,15.52,20.95,"20,250","21,230","24,190","32,280","43,580"
  28940,"Knoxville, TN",Doctoral or professional degree,"8,790",2.3,3.3,54.11,"112,540",6.0,16.14,26.77,44.12,68.31,#,"33,570","55,680","91,770","142,090",#
  28940,"Knoxville, TN",Master's degree,"7,640",2.0,5.5,34.93,"72,660",4.0,12.94,20.43,32.18,46.02,60.09,"26,910","42,490","66,940","95,720","124,980"
  28940,"Knoxville, TN",Bachelor's degree,"71,110",18.7,1.7,36.00,"74,880",1.9,16.78,22.01,29.47,43.81,62.76,"34,900","45,780","61,300","91,130","130,550"
  28940,"Knoxville, TN",Associate's degree,"9,750",2.6,3.7,25.41,"52,860",2.3,13.45,18.54,23.99,30.86,38.53,"27,980","38,560","49,900","64,190","80,130"
  28940,"Knoxville, TN",Postsecondary nondegree award,"26,840",7.1,3.3,18.20,"37,850",1.5,10.52,13.03,17.04,22.06,28.33,"21,880","27,100","35,440","45,890","58,930"
  28940,"Knoxville, TN","Some college, no degree","9,510",2.5,4.1,15.88,"33,020",3.3,8.28,9.52,14.63,19.75,25.53,"17,220","19,810","30,430","41,080","53,090"
  28940,"Knoxville, TN",High school diploma or equivalent,"150,680",39.6,1.5,18.36,"38,180",1.0,9.55,12.00,15.99,22.33,30.07,"19,860","24,960","33,250","46,450","62,540"
  28940,"Knoxville, TN",No formal educational credential,"95,940",25.2,1.7,11.16,"23,210",1.1,7.96,8.60,9.74,12.25,16.24,"16,560","17,880","20,270","25,480","33,790"
  29020,"Kokomo, IN",Doctoral or professional degree,760,1.9,10.1,48.08,"100,000",6.9,18.61,27.78,39.58,56.36,85.24,"38,710","57,790","82,330","117,230","177,300"
  29020,"Kokomo, IN",Master's degree,540,1.4,14.7,32.00,"66,570",3.4,16.39,20.82,29.37,41.59,49.68,"34,100","43,300","61,080","86,500","103,330"
  29020,"Kokomo, IN",Bachelor's degree,"6,930",17.6,20.9,32.25,"67,080",6.9,12.04,21.16,29.98,40.32,52.15,"25,040","44,010","62,360","83,860","108,460"
  29020,"Kokomo, IN",Associate's degree,840,2.1,14.2,25.59,"53,230",3.7,12.99,20.15,25.95,31.25,37.62,"27,020","41,910","53,970","65,000","78,260"
  29020,"Kokomo, IN",Postsecondary nondegree award,"2,570",6.5,12.6,19.89,"41,380",7.7,10.14,11.89,18.20,25.79,35.06,"21,080","24,740","37,860","53,650","72,930"
  29020,"Kokomo, IN","Some college, no degree",740,1.9,12.0,13.84,"28,780",5.2,7.97,8.93,12.12,16.56,23.12,"16,580","18,570","25,210","34,450","48,080"
  29020,"Kokomo, IN",High school diploma or equivalent,"18,260",46.3,3.4,20.55,"42,740",7.9,10.17,13.06,18.23,27.69,34.31,"21,150","27,170","37,920","57,590","71,370"
  29020,"Kokomo, IN",No formal educational credential,"8,770",22.3,4.2,10.57,"21,990",1.7,7.90,8.43,9.33,11.70,15.26,"16,420","17,530","19,400","24,340","31,730"
  29100,"La Crosse-Onalaska, WI-MN",Doctoral or professional degree,"2,300",3.1,3.1,58.81,"122,330",15.2,25.03,28.75,37.64,70.72,#,"52,060","59,800","78,290","147,100",#
  29100,"La Crosse-Onalaska, WI-MN",Master's degree,"1,710",2.3,7.9,32.92,"68,480",5.1,14.10,19.78,28.72,43.31,57.07,"29,340","41,150","59,730","90,080","118,700"
  29100,"La Crosse-Onalaska, WI-MN",Bachelor's degree,"13,460",18.2,3.8,32.60,"67,800",1.5,17.19,22.77,29.33,37.88,48.49,"35,760","47,360","61,010","78,780","100,860"
  29100,"La Crosse-Onalaska, WI-MN",Associate's degree,"1,830",2.5,6.3,23.60,"49,090",3.8,12.04,16.35,23.10,29.47,36.31,"25,050","34,000","48,040","61,290","75,520"
  29100,"La Crosse-Onalaska, WI-MN",Postsecondary nondegree award,"5,680",7.7,4.4,19.13,"39,790",2.5,12.20,14.26,17.64,22.69,29.45,"25,380","29,670","36,700","47,200","61,250"
  29100,"La Crosse-Onalaska, WI-MN","Some college, no degree","2,080",2.8,7.2,16.38,"34,070",3.0,8.92,11.79,16.29,19.08,24.58,"18,560","24,520","33,890","39,690","51,130"
  29100,"La Crosse-Onalaska, WI-MN",High school diploma or equivalent,"28,650",38.8,2.8,18.61,"38,710",1.4,10.07,12.70,16.69,22.25,29.44,"20,940","26,420","34,720","46,280","61,240"
  29100,"La Crosse-Onalaska, WI-MN",No formal educational credential,"18,080",24.5,3.0,11.84,"24,630",1.6,8.07,8.84,10.41,13.82,18.02,"16,780","18,400","21,650","28,740","37,480"
  29180,"Lafayette, LA",Doctoral or professional degree,"2,980",1.5,5.8,48.65,"101,190",4.6,20.71,27.67,39.87,59.37,88.24,"43,080","57,560","82,940","123,490","183,540"
  29180,"Lafayette, LA",Master's degree,"3,020",1.5,5.2,27.97,"58,170",3.0,13.57,19.70,26.12,33.18,45.39,"28,220","40,970","54,340","69,010","94,410"
  29180,"Lafayette, LA",Bachelor's degree,"29,450",15.0,2.0,33.83,"70,360",2.8,17.43,21.73,27.60,37.72,55.28,"36,250","45,200","57,410","78,450","114,970"
  29180,"Lafayette, LA",Associate's degree,"4,360",2.2,6.0,23.00,"47,830",2.1,12.48,16.57,22.12,28.34,35.27,"25,950","34,470","46,010","58,950","73,360"
  29180,"Lafayette, LA",Postsecondary nondegree award,"13,610",6.9,4.0,17.84,"37,110",2.3,9.42,12.34,16.38,21.16,28.85,"19,600","25,670","34,080","44,000","60,010"
  29180,"Lafayette, LA","Some college, no degree","4,440",2.3,5.0,15.24,"31,690",4.4,8.56,10.42,14.84,18.56,23.29,"17,800","21,680","30,880","38,600","48,440"
  29180,"Lafayette, LA",High school diploma or equivalent,"86,530",44.1,1.7,17.84,"37,110",1.2,9.00,11.43,15.62,21.95,29.38,"18,710","23,770","32,480","45,660","61,100"
  29180,"Lafayette, LA",No formal educational credential,"51,870",26.4,1.6,11.48,"23,890",1.3,7.93,8.55,9.66,12.49,17.48,"16,500","17,780","20,090","25,980","36,360"
  29200,"Lafayette-West Lafayette, IN",Doctoral or professional degree,"3,880",4.2,10.1,48.00,"99,840",4.2,20.28,28.86,42.36,58.38,78.54,"42,180","60,020","88,110","121,420","163,360"
  29200,"Lafayette-West Lafayette, IN",Master's degree,"2,440",2.7,3.8,36.98,"76,930",5.3,18.71,23.47,29.80,43.00,62.89,"38,920","48,830","61,990","89,430","130,820"
  29200,"Lafayette-West Lafayette, IN",Bachelor's degree,"15,410",16.8,2.5,32.54,"67,680",3.1,15.46,20.97,28.40,38.03,53.87,"32,160","43,610","59,060","79,090","112,060"
  29200,"Lafayette-West Lafayette, IN",Associate's degree,"1,760",1.9,5.6,23.91,"49,740",3.7,13.02,17.47,23.01,29.61,36.80,"27,090","36,350","47,860","61,590","76,540"
  29200,"Lafayette-West Lafayette, IN",Postsecondary nondegree award,"5,280",5.7,4.2,19.03,"39,590",2.9,11.22,13.65,17.68,23.27,29.90,"23,330","28,380","36,760","48,400","62,200"
  29200,"Lafayette-West Lafayette, IN","Some college, no degree","2,490",2.7,5.4,13.95,"29,010",5.0,8.06,9.07,13.32,16.99,21.84,"16,760","18,860","27,700","35,330","45,420"
  29200,"Lafayette-West Lafayette, IN",High school diploma or equivalent,"37,400",40.7,2.7,19.11,"39,750",3.4,9.96,12.66,17.49,24.37,30.22,"20,710","26,320","36,390","50,690","62,860"
  29200,"Lafayette-West Lafayette, IN",No formal educational credential,"23,330",25.4,1.9,11.73,"24,390",2.7,8.04,8.77,10.37,13.64,17.21,"16,720","18,240","21,570","28,370","35,800"
  29340,"Lake Charles, LA",Doctoral or professional degree,"1,250",1.1,6.9,50.03,"104,070",7.1,19.25,24.65,36.25,64.76,#,"40,040","51,260","75,390","134,710",#
  29340,"Lake Charles, LA",Master's degree,"1,890",1.7,6.1,28.18,"58,620",3.1,12.65,19.60,27.30,35.24,44.53,"26,300","40,770","56,770","73,300","92,630"
  29340,"Lake Charles, LA",Bachelor's degree,"15,500",13.9,3.2,31.88,"66,300",7.0,13.81,21.07,27.17,37.09,56.28,"28,730","43,830","56,510","77,150","117,070"
  29340,"Lake Charles, LA",Associate's degree,"2,240",2.0,9.2,24.53,"51,010",2.9,12.76,17.04,23.63,30.22,38.12,"26,540","35,440","49,150","62,860","79,280"
  29340,"Lake Charles, LA",Postsecondary nondegree award,"7,040",6.3,3.7,16.73,"34,790",3.5,9.48,11.23,14.87,19.70,26.78,"19,720","23,360","30,940","40,980","55,690"
  29340,"Lake Charles, LA","Some college, no degree","2,240",2.0,6.2,14.36,"29,870",9.2,7.95,8.80,13.92,18.35,22.69,"16,540","18,310","28,960","38,170","47,190"
  29340,"Lake Charles, LA",High school diploma or equivalent,"50,150",44.8,4.0,20.36,"42,350",3.9,9.13,12.24,18.23,26.90,35.17,"19,000","25,470","37,920","55,960","73,160"
  29340,"Lake Charles, LA",No formal educational credential,"31,570",28.2,2.1,13.55,"28,190",8.9,8.03,8.76,10.60,15.92,25.25,"16,710","18,220","22,050","33,100","52,510"
  29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",Doctoral or professional degree,"7,620",1.9,5.2,62.76,"130,530",4.3,25.15,37.69,53.44,76.18,#,"52,310","78,400","111,150","158,450",#
  29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",Master's degree,"6,190",1.5,9.7,38.84,"80,800",3.7,15.78,22.75,35.60,49.70,63.49,"32,810","47,330","74,040","103,370","132,060"
  29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",Bachelor's degree,"108,340",26.6,6.5,43.93,"91,370",1.4,18.40,26.88,37.68,52.78,74.43,"38,280","55,910","78,380","109,790","154,820"
  29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",Associate's degree,"8,370",2.1,4.1,26.44,"54,990",2.5,12.09,17.04,25.25,33.93,42.49,"25,140","35,440","52,530","70,570","88,370"
  29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",Postsecondary nondegree award,"22,220",5.5,5.8,20.73,"43,130",1.6,11.24,14.09,18.49,25.93,33.20,"23,370","29,300","38,460","53,940","69,060"
  29404,"Lake County-Kenosha County, IL-WI Metropolitan Division","Some college, no degree","9,620",2.4,4.6,18.18,"37,800",1.8,9.70,12.33,16.88,22.64,28.68,"20,170","25,640","35,110","47,090","59,660"
  29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",High school diploma or equivalent,"143,150",35.2,2.3,21.15,"44,000",0.8,10.19,13.07,17.99,25.63,36.02,"21,200","27,180","37,410","53,310","74,930"
  29404,"Lake County-Kenosha County, IL-WI Metropolitan Division",No formal educational credential,"101,210",24.9,3.1,13.16,"27,380",1.2,8.84,9.42,11.32,14.38,19.51,"18,390","19,590","23,550","29,920","40,590"
  29420,"Lake Havasu City-Kingman, AZ",Doctoral or professional degree,840,1.8,7.6,70.99,"147,650",8.6,25.05,34.38,55.78,96.28,#,"52,110","71,510","116,020","200,260",#
  29420,"Lake Havasu City-Kingman, AZ",Master's degree,790,1.7,8.2,31.90,"66,360",4.4,14.00,19.17,27.37,38.74,49.39,"29,130","39,880","56,940","80,580","102,730"
  29420,"Lake Havasu City-Kingman, AZ",Bachelor's degree,"6,710",14.1,4.4,30.80,"64,060",2.7,14.20,18.28,26.67,38.13,50.43,"29,540","38,030","55,460","79,310","104,890"
  29420,"Lake Havasu City-Kingman, AZ",Associate's degree,"1,080",2.3,7.9,24.07,"50,060",3.4,11.92,16.02,22.43,31.80,37.98,"24,790","33,320","46,650","66,150","78,990"
  29420,"Lake Havasu City-Kingman, AZ",Postsecondary nondegree award,"4,220",8.9,9.6,19.45,"40,450",3.5,11.13,13.43,17.26,23.32,31.30,"23,150","27,940","35,890","48,510","65,110"
  29420,"Lake Havasu City-Kingman, AZ","Some college, no degree","1,070",2.3,7.4,14.85,"30,890",3.0,10.01,10.58,13.48,18.23,22.41,"20,810","22,000","28,040","37,920","46,600"
  29420,"Lake Havasu City-Kingman, AZ",High school diploma or equivalent,"18,620",39.2,2.7,17.04,"35,440",1.4,10.12,11.61,14.75,19.75,27.39,"21,060","24,140","30,670","41,090","56,960"
  29420,"Lake Havasu City-Kingman, AZ",No formal educational credential,"14,110",29.7,3.1,12.02,"24,990",1.2,10.00,10.01,10.62,12.61,16.42,"20,810","20,810","22,090","26,230","34,160"
  29460,"Lakeland-Winter Haven, FL",Doctoral or professional degree,"4,170",1.9,7.7,57.54,"119,680",6.8,22.41,29.14,44.08,72.43,#,"46,610","60,600","91,680","150,640",#
  29460,"Lakeland-Winter Haven, FL",Master's degree,"2,430",1.1,5.1,33.95,"70,610",3.3,15.65,21.80,32.04,43.99,54.04,"32,540","45,340","66,640","91,490","112,400"
  29460,"Lakeland-Winter Haven, FL",Bachelor's degree,"33,330",15.6,2.3,32.41,"67,420",4.8,16.90,21.43,27.18,37.21,53.50,"35,150","44,570","56,540","77,400","111,280"
  29460,"Lakeland-Winter Haven, FL",Associate's degree,"3,930",1.8,4.9,23.08,"48,000",2.5,12.64,16.46,22.16,28.58,34.92,"26,290","34,240","46,100","59,440","72,630"
  29460,"Lakeland-Winter Haven, FL",Postsecondary nondegree award,"17,360",8.1,3.9,17.94,"37,320",2.5,10.91,13.04,16.06,22.05,28.11,"22,690","27,130","33,410","45,870","58,470"
  29460,"Lakeland-Winter Haven, FL","Some college, no degree","4,730",2.2,4.7,16.44,"34,200",4.5,9.67,11.44,14.95,19.47,24.59,"20,110","23,800","31,100","40,490","51,140"
  29460,"Lakeland-Winter Haven, FL",High school diploma or equivalent,"86,470",40.3,2.0,18.08,"37,600",0.9,9.72,12.03,15.89,21.66,29.29,"20,220","25,010","33,050","45,050","60,910"
  29460,"Lakeland-Winter Haven, FL",No formal educational credential,"61,910",28.9,2.7,11.98,"24,910",1.4,8.69,9.17,10.52,13.45,17.62,"18,070","19,060","21,880","27,980","36,650"
  29540,"Lancaster, PA",Doctoral or professional degree,"5,450",2.3,10.6,61.57,"128,070",9.3,17.65,29.07,47.64,78.95,#,"36,710","60,460","99,100","164,210",#
  29540,"Lancaster, PA",Master's degree,"3,670",1.5,5.2,31.97,"66,500",3.0,14.86,19.73,29.76,42.50,53.01,"30,920","41,040","61,900","88,410","110,250"
  29540,"Lancaster, PA",Bachelor's degree,"35,920",14.9,2.7,35.68,"74,210",1.3,17.46,23.91,31.65,41.50,58.27,"36,320","49,740","65,830","86,310","121,200"
  29540,"Lancaster, PA",Associate's degree,"5,390",2.2,7.3,24.49,"50,930",2.7,13.32,17.14,23.23,30.41,37.32,"27,710","35,650","48,310","63,250","77,630"
  29540,"Lancaster, PA",Postsecondary nondegree award,"17,560",7.3,3.7,18.73,"38,960",1.3,11.60,14.41,18.20,22.56,27.05,"24,130","29,980","37,850","46,930","56,260"
  29540,"Lancaster, PA","Some college, no degree","5,560",2.3,5.5,16.93,"35,220",2.0,10.58,12.66,15.41,20.17,24.45,"22,000","26,330","32,050","41,950","50,860"
  29540,"Lancaster, PA",High school diploma or equivalent,"104,750",43.4,1.7,19.01,"39,540",1.1,9.92,12.64,17.16,23.21,30.33,"20,640","26,290","35,690","48,280","63,080"
  29540,"Lancaster, PA",No formal educational credential,"62,880",26.1,3.3,12.75,"26,530",1.3,8.23,9.25,11.34,14.72,19.09,"17,130","19,250","23,590","30,610","39,700"
  29620,"Lansing-East Lansing, MI",Doctoral or professional degree,"8,160",3.8,3.0,54.91,"114,220",5.8,20.94,32.81,47.85,64.16,98.44,"43,560","68,240","99,530","133,440","204,760"
  29620,"Lansing-East Lansing, MI",Master's degree,"4,940",2.3,3.3,37.05,"77,070",5.4,16.60,22.99,31.87,42.63,59.62,"34,530","47,820","66,290","88,670","124,010"
  29620,"Lansing-East Lansing, MI",Bachelor's degree,"53,050",24.7,2.2,33.07,"68,780",3.5,13.05,21.62,31.29,39.91,51.36,"27,140","44,970","65,090","83,020","106,820"
  29620,"Lansing-East Lansing, MI",Associate's degree,"4,360",2.0,5.8,25.18,"52,380",2.1,14.12,18.97,25.11,30.35,36.76,"29,370","39,460","52,240","63,120","76,460"
  29620,"Lansing-East Lansing, MI",Postsecondary nondegree award,"12,000",5.6,5.5,18.97,"39,460",1.6,11.01,14.05,17.78,22.98,29.06,"22,890","29,220","36,970","47,800","60,440"
